district_name,latitude,longitude,elevation_m,agro_climatic_zone,coastal_status,predominant_soil_type,season,N,P,K,pH,Rainfall,Temperature,Humidity,Crop
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,78.52,54.23,47.23,6.94,258.03,18.13,66.88,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,72.79,38.96,38.07,7.39,249.68,16.69,42.78,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,98.15,57.99,45.91,6.78,235.27,19.45,65.47,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,70.82,43.39,55.28,6.46,402.93,16.67,68.21,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,79.95,59.18,51.99,6.6,223.89,20.52,47.15,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,95.32,34.66,48.36,6.75,330.89,16.8,56.31,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,73.28,50.89,54.03,6.53,199.08,18.49,53.62,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,100.25,46.29,38.52,6.9,248.91,18.34,44.98,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,69.19,51.33,46.67,7.08,160.34,16.36,49.17,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,86.55,53.01,44.13,6.3,339.3,23.46,65.51,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,89.6,45.29,59.14,6.18,207.18,19.79,58.05,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Rabi,71.69,58.34,47.87,7.17,398.22,20.78,64.48,Wheat
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,120.66,67.6,106.57,7.44,1425.61,25.7,73.96,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,126.08,75.46,71.17,6.01,1559.21,29.23,79.39,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,124.93,72.17,104.86,7.56,1996.14,25.77,82.4,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,96.07,62.3,78.04,6.12,2200.33,31.53,86.56,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,102.47,51.38,96.29,7.31,2146.92,34.05,79.18,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,112.47,73.2,106.46,6.83,1556.96,23.66,80.99,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,116.52,44.94,71.34,6.53,1400.71,24.96,68.96,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,118.53,63.65,68.83,7.54,1516.79,34.43,86.65,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,93.87,51.44,99.48,6.3,1361.76,28.64,73.54,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,95.07,51.28,84.25,7.08,2137.94,33.67,80.63,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,127.55,52.41,96.74,6.17,1621.83,26.58,72.79,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,125.38,58.31,84.06,6.26,1473.48,25.08,71.16,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,121.94,54.21,99.19,7.37,1722.88,29.73,86.34,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,123.07,50.14,108.03,6.3,1364.9,29.86,84.57,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,115.79,58.04,95.0,6.9,1814.55,32.55,85.05,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,101.21,73.43,73.59,6.66,1779.6,27.09,81.41,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,119.87,61.62,113.59,7.3,2066.98,32.95,86.07,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,101.66,49.28,110.4,6.3,1493.54,32.44,77.43,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,95.15,59.39,94.12,6.48,1468.79,25.75,71.18,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Annual,117.81,56.05,110.07,7.3,2061.0,24.84,65.83,Sugarcane
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,79.74,46.19,57.24,6.8,1442.68,30.82,95.39,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,56.34,38.23,51.82,6.18,1338.92,35.36,88.21,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,49.74,37.91,41.01,6.61,1214.63,25.01,76.79,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,62.28,39.38,58.23,6.69,1345.18,32.82,75.49,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,63.77,48.6,50.05,7.06,1293.33,32.18,88.03,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,65.48,46.82,53.74,6.44,1126.24,32.84,73.08,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,69.15,51.64,53.15,6.73,1114.71,25.63,76.07,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,64.37,37.56,41.49,6.91,1612.53,33.65,89.9,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,52.68,50.95,56.42,6.87,1333.07,31.81,87.77,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,51.77,46.36,45.67,6.82,1227.35,29.76,92.79,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,60.46,45.65,56.99,5.99,1116.11,29.39,84.34,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,70.45,33.12,52.39,6.59,1428.95,27.9,86.5,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,63.37,32.68,47.46,7.5,1470.77,25.48,91.5,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,76.5,49.19,38.87,6.43,1348.17,26.5,86.12,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,63.0,48.04,38.04,7.17,1464.13,27.83,75.64,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,64.93,49.17,33.62,6.94,1102.45,28.35,77.67,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,77.93,53.09,44.44,7.01,1594.66,30.02,82.67,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,75.39,44.83,46.1,6.91,1144.25,26.46,85.42,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,79.29,52.03,42.14,6.59,1387.47,33.98,83.93,Jute
Balasore,21.49,86.93,16,North Eastern Coastal Plain,Coastal,Coastal Alluvium,Kharif,70.95,33.02,64.45,6.62,1106.01,27.07,93.02,Jute
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,74.85,59.56,75.78,6.73,1118.92,23.75,79.18,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,78.96,38.01,60.53,5.65,1289.59,29.28,84.89,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,94.35,43.26,58.72,5.38,1195.81,31.05,73.74,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,79.71,46.2,79.9,6.69,1812.2,34.87,85.59,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,79.95,45.96,66.31,6.43,1008.47,24.85,83.66,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,70.13,49.48,71.83,5.22,1093.02,29.49,84.53,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,74.72,40.26,59.43,6.48,1259.03,30.4,79.34,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,95.19,53.63,71.13,6.84,1070.09,32.23,82.86,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,93.11,38.13,70.27,6.27,1152.39,27.99,89.46,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,98.92,59.83,73.07,5.9,1394.63,24.22,89.97,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,74.9,41.03,83.12,6.89,1220.64,32.44,76.57,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,95.33,39.52,81.61,7.02,1610.9,25.71,81.36,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,94.04,40.94,74.55,6.82,1247.0,28.82,93.22,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,77.38,51.99,57.8,5.59,1629.41,26.07,87.54,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,84.75,53.18,67.61,6.67,1248.94,27.33,74.35,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,103.07,55.12,74.34,6.01,1318.32,32.18,86.82,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,93.94,58.48,73.17,6.91,1586.1,33.33,77.37,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,106.16,39.16,64.32,5.56,1071.69,28.81,78.64,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,93.1,59.17,78.92,5.94,1167.81,26.94,75.28,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,93.08,59.52,72.78,6.14,1107.68,31.35,77.46,Rice
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,82.32,60.11,55.61,6.39,870.36,22.49,80.6,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,114.34,49.93,61.58,6.04,720.42,24.19,68.65,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,102.9,57.05,46.03,6.44,745.7,24.98,83.12,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,91.84,54.24,45.92,7.14,775.42,25.37,71.77,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,87.22,63.73,55.45,6.74,816.04,23.75,69.21,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,78.84,48.03,55.3,6.37,738.86,25.77,70.09,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,92.78,44.87,70.21,6.51,815.64,28.45,69.77,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,89.34,48.4,58.17,6.62,882.82,24.42,78.94,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,94.85,54.76,62.7,7.09,674.89,26.27,66.62,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,106.09,54.21,74.49,6.44,881.61,29.18,85.36,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,106.78,65.94,70.0,6.84,696.5,23.27,69.3,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,91.02,55.11,69.69,6.58,612.95,25.98,78.99,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,79.3,55.06,43.92,6.42,714.24,26.99,66.25,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,89.32,49.97,76.46,5.76,834.03,27.53,77.52,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,106.81,41.15,48.43,6.73,880.35,22.68,84.27,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,75.5,61.27,48.38,6.47,740.96,30.06,72.8,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,107.08,54.22,57.55,7.31,550.35,30.96,68.56,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,83.89,45.73,44.26,5.91,805.23,27.39,77.2,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,112.5,58.24,51.0,6.69,667.81,29.97,76.9,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,84.89,44.74,63.47,6.92,747.52,28.15,72.63,Maize
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,46.64,47.16,55.91,5.76,504.25,26.66,56.43,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,27.89,33.97,45.73,5.71,716.48,29.52,69.03,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,42.96,42.06,41.24,6.13,590.09,26.38,59.83,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,20.87,37.45,41.18,6.54,436.08,25.88,68.6,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,23.02,45.35,51.31,5.66,497.84,22.15,55.14,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.0,43.06,34.98,6.12,631.21,28.31,63.63,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,27.71,41.94,40.63,5.56,493.2,24.02,72.07,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,33.72,40.08,39.88,5.8,677.81,30.76,67.0,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,24.77,35.81,35.89,6.46,642.42,29.86,74.16,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,28.16,39.24,42.41,5.69,642.16,23.04,72.43,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,29.14,39.92,49.33,5.87,473.83,24.59,62.51,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,26.27,47.81,62.25,5.51,547.98,26.08,61.79,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,31.7,54.48,54.63,5.79,586.3,26.89,59.07,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,17.55,36.55,39.92,6.29,735.76,29.49,70.35,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,38.45,41.72,39.67,5.88,641.1,25.48,67.93,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,26.52,46.46,41.09,6.0,538.31,29.39,65.72,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.42,30.3,44.06,6.34,690.45,27.64,64.12,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,35.12,28.64,42.8,5.89,578.95,27.87,59.42,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,39.37,48.16,57.65,6.68,583.69,24.1,63.61,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,20.67,43.62,55.79,5.6,603.31,26.43,53.88,Groundnut
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,46.18,33.27,32.99,7.1,689.84,29.3,71.41,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,61.05,21.95,52.74,5.4,562.31,29.96,64.28,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,47.18,33.46,35.17,6.36,705.3,28.87,68.81,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,56.94,17.51,46.6,6.54,603.65,30.33,58.75,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,41.63,14.84,30.93,7.08,558.5,27.34,79.46,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,50.04,34.18,39.65,6.63,648.24,21.72,62.52,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,40.15,35.28,38.03,7.34,474.96,26.6,82.57,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,38.38,20.91,53.78,6.87,468.54,20.52,74.89,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,47.1,31.54,50.26,6.73,631.86,21.31,72.56,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,38.46,27.38,35.74,6.64,525.37,27.55,55.95,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,47.74,28.82,36.89,6.87,522.78,24.07,77.72,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,55.12,20.52,48.41,5.57,569.64,24.26,77.8,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,51.33,25.29,29.75,6.4,513.31,24.13,73.51,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,54.62,19.64,30.74,6.14,349.15,26.09,66.21,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,64.92,37.21,53.12,6.42,662.76,27.14,68.28,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,56.21,27.44,39.85,5.21,413.37,30.7,61.74,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,59.74,29.19,41.47,5.73,380.22,28.96,55.95,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,64.03,27.76,50.91,7.0,450.29,22.66,69.25,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,58.96,17.77,51.72,5.21,569.85,30.21,69.06,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,40.0,36.84,36.45,6.71,455.52,22.74,67.72,Ragi
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,25.27,36.14,42.65,6.37,572.05,27.23,72.97,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,36.3,36.41,35.1,6.26,437.69,26.55,55.11,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,17.31,49.47,23.97,6.72,596.97,23.89,68.59,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,30.98,47.38,43.87,6.75,433.25,30.51,76.15,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.69,44.63,27.68,7.01,659.34,32.47,73.9,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,20.23,37.03,21.03,7.24,426.18,25.44,64.86,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,25.39,32.41,27.5,6.13,500.99,30.47,74.32,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,29.19,35.68,20.91,7.22,425.13,23.61,58.66,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,23.89,40.89,25.64,7.22,591.6,31.26,62.0,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,23.66,43.72,23.55,6.91,414.42,31.74,69.94,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,23.67,31.35,27.3,7.34,540.32,26.69,72.36,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.91,43.71,31.92,7.44,611.63,24.95,68.22,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,34.81,40.12,24.69,6.16,418.82,23.12,77.6,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,22.19,44.21,44.55,6.18,562.76,25.71,62.48,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,36.81,39.25,33.55,6.78,595.45,31.39,67.72,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,22.47,42.78,40.71,6.32,499.77,24.67,54.51,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,37.26,40.69,29.62,6.14,497.56,30.9,75.96,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,44.05,47.91,40.02,6.43,452.35,26.25,63.82,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,30.7,46.34,43.09,7.0,415.93,27.06,53.6,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,16.89,33.11,24.34,7.52,635.81,28.57,60.09,Moong(Green Gram)
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,25.35,39.37,38.71,6.1,445.58,29.56,72.65,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,24.52,32.81,38.14,7.39,475.23,28.71,71.76,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,26.78,52.51,35.79,7.11,533.16,28.32,59.98,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,18.56,44.04,32.73,6.17,464.78,24.63,75.81,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,33.07,42.0,35.84,6.2,521.54,24.19,61.3,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,16.23,39.66,37.24,6.83,406.78,28.56,67.53,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,28.9,33.53,38.69,5.86,450.61,26.15,55.53,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.97,33.93,19.36,6.91,449.55,30.81,55.89,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,35.73,34.02,27.76,6.09,499.28,29.95,68.53,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,33.62,44.77,43.25,7.35,480.94,26.74,55.83,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,30.54,39.91,34.05,6.1,604.76,24.35,74.97,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,16.74,48.5,21.36,5.82,607.59,35.03,56.92,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.1,49.8,23.07,7.13,607.77,29.64,60.78,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,20.76,29.74,23.44,6.26,565.75,30.08,76.31,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,24.95,47.28,38.7,5.75,480.09,27.45,56.14,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,30.9,29.67,31.71,6.0,457.13,26.76,62.71,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,30.33,29.77,39.42,6.77,431.54,33.73,64.49,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,32.66,37.19,23.08,5.91,456.27,28.06,54.62,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,20.45,35.15,40.52,7.37,621.26,25.87,71.12,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif,31.49,46.18,38.24,7.11,433.6,26.07,71.64,Urad
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif_Late,30.08,26.72,22.46,6.63,463.06,29.86,65.58,Horse Gram
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif_Late,23.57,25.26,22.01,6.68,335.98,28.12,72.97,Horse Gram
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif_Late,23.36,17.46,28.59,6.16,324.69,27.0,56.42,Horse Gram
Bargarh,21.33,83.62,171,Western Central Table Land,Inland,Mixed Red and Black,Kharif_Late,24.36,35.79,33.66,7.0,316.11,29.85,55.32,Horse Gram
