observation_id,district_id,district_name,crop_id,crop_name,season_id,season_name,agricultural_year,latitude,longitude,soil_ph,nitrogen,phosphorus,potassium,soil_moisture,rainfall_mm,temperature_mean_c,temperature_min_c,temperature_max_c,irrigation_status,soil_type,sowing_date,harvest_date,area_ha,yield_tonnes_per_ha,crop_actual,provenance_status,provenance_note,g_lat,g_lon,dist_deg,original_latitude,original_longitude,coordinate_status
OBS0000125,DST04,Bargarh,CRP005,Moong(Green Gram),SEA02,Rabi,2023,21.33,83.62,6.89,34.03,25.68,31.41,26.78,1188.0,31.25,22.45,36.87,Irrigated,Sandy loam,2023-10-11,2023-12-20,6175.624,0.889,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9889465088081182,19.34407,83.5105,district_reference_coordinates_used_for_prototype
OBS0000126,DST04,Bargarh,CRP005,Moong(Green Gram),SEA02,Rabi,2024,21.33,83.62,5.68,75.35,23.21,45.21,41.13,1541.41,30.24,25.17,37.45,Irrigated,Alluvial,2024-10-19,2024-12-28,5337.576,0.797,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9933480409853146,19.34102,83.48811,district_reference_coordinates_used_for_prototype
OBS0000127,DST04,Bargarh,CRP007,Ragi,SEA01,Kharif,2022,21.33,83.62,6.0,75.1,23.64,44.89,32.11,832.47,26.62,21.25,33.5,Rainfed,Red,2022-06-18,2022-10-06,6523.83,0.851,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9637425843781038,19.37041,83.49236,district_reference_coordinates_used_for_prototype
OBS0000128,DST04,Bargarh,CRP007,Ragi,SEA01,Kharif,2023,21.33,83.62,6.31,49.96,28.21,20.62,31.84,984.19,26.43,18.22,31.54,Rainfed,Alluvial,2023-06-11,2023-09-29,5940.415,1.098,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9852143475705577,19.34817,83.50413,district_reference_coordinates_used_for_prototype
OBS0000129,DST04,Bargarh,CRP007,Ragi,SEA01,Kharif,2024,21.33,83.62,6.74,67.17,19.64,30.57,39.12,700.02,32.29,24.44,38.04,Rainfed,Loam,2024-06-10,2024-09-28,6478.921,0.923,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9711284035546752,19.36397,83.47832,district_reference_coordinates_used_for_prototype
OBS0000130,DST04,Bargarh,CRP009,Rice,SEA01,Kharif,2022,21.33,83.62,7.06,64.58,28.32,49.17,19.13,988.59,28.94,23.54,37.6,Rainfed,Loam,2022-06-13,2022-10-11,32676.672,2.737,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.98428305634554,19.34874,83.51051,district_reference_coordinates_used_for_prototype
OBS0000131,DST04,Bargarh,CRP009,Rice,SEA01,Kharif,2023,21.33,83.62,6.74,69.8,17.21,24.24,24.89,1395.24,28.63,22.07,34.9,Rainfed,Alluvial,2023-06-15,2023-10-13,25038.477,2.336,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9709622809683587,19.36319,83.49213,district_reference_coordinates_used_for_prototype
OBS0000132,DST04,Bargarh,CRP009,Rice,SEA01,Kharif,2024,21.33,83.62,6.81,55.31,28.33,27.41,37.82,1314.45,25.76,17.31,32.02,Rainfed,Alluvial,2024-06-04,2024-10-02,26527.354,2.537,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9812073934850931,19.35156,83.51532,district_reference_coordinates_used_for_prototype
OBS0000133,DST04,Bargarh,CRP010,Sesamum,SEA01,Kharif,2022,21.33,83.62,7.2,64.33,35.41,34.33,25.27,1129.2,30.28,24.73,36.94,Rainfed,Loam,2022-06-16,2022-09-24,5088.251,0.39,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.992551545155106,19.33976,83.52405,district_reference_coordinates_used_for_prototype
OBS0000134,DST04,Bargarh,CRP010,Sesamum,SEA01,Kharif,2023,21.33,83.62,5.91,35.75,21.83,62.92,22.04,911.43,30.22,24.77,36.82,Irrigated,Lateritic,2023-06-20,2023-09-28,3263.696,0.461,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.984066254463293,19.34914,83.50725,district_reference_coordinates_used_for_prototype
OBS0000135,DST04,Bargarh,CRP010,Sesamum,SEA01,Kharif,2024,21.33,83.62,6.88,75.88,48.94,49.56,30.56,1110.73,26.03,17.85,31.63,Irrigated,Sandy loam,2024-06-08,2024-09-16,4609.89,0.428,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9695931414634849,19.36425,83.49702,district_reference_coordinates_used_for_prototype
OBS0000136,DST04,Bargarh,CRP012,Urad,SEA02,Rabi,2022,21.33,83.62,6.43,41.96,26.14,30.05,31.8,1335.52,27.02,21.01,32.1,Rainfed,Alluvial,2022-10-20,2023-01-08,713.037,0.833,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.989023530680317,19.3445,83.50166,district_reference_coordinates_used_for_prototype
OBS0000137,DST04,Bargarh,CRP012,Urad,SEA02,Rabi,2023,21.33,83.62,6.21,62.67,31.19,23.54,23.37,1242.75,27.22,20.26,32.34,Rainfed,Loam,2023-10-06,2023-12-25,800.143,0.779,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9894193662473463,19.34392,83.50478,district_reference_coordinates_used_for_prototype
OBS0000138,DST04,Bargarh,CRP012,Urad,SEA02,Rabi,2024,21.33,83.62,5.65,51.25,44.97,54.97,21.65,1249.72,27.36,22.34,35.48,Rainfed,Loam,2024-10-15,2025-01-03,769.702,0.698,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.967410709460531,19.36606,83.50319,district_reference_coordinates_used_for_prototype
OBS0000139,DST04,Bargarh,CRP002,Horse Gram,SEA99,Unknown,2022,21.33,83.62,5.7,79.5,31.83,21.76,36.36,1111.18,24.93,17.2,31.37,Rainfed,Red,2022-06-03,2022-09-11,5344.347,0.809,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9987840796094007,19.33495,83.49788,district_reference_coordinates_used_for_prototype
OBS0000140,DST04,Bargarh,CRP002,Horse Gram,SEA99,Unknown,2023,21.33,83.62,6.97,78.76,47.97,24.11,25.02,1266.28,30.01,23.85,37.15,Rainfed,Red,2023-06-08,2023-09-16,5791.079,0.696,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9920257815851656,19.34156,83.50053,district_reference_coordinates_used_for_prototype
OBS0000141,DST04,Bargarh,CRP002,Horse Gram,SEA99,Unknown,2024,21.33,83.62,6.26,44.84,41.38,53.66,40.14,1388.53,26.93,20.48,34.2,Rainfed,Alluvial,2024-06-20,2024-09-28,4034.384,0.649,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.991665642270306,19.34241,83.49265,district_reference_coordinates_used_for_prototype
OBS0000142,DST04,Bargarh,CRP006,Potato,SEA02,Rabi,2022,21.33,83.62,6.45,75.66,49.17,31.51,38.35,900.46,25.68,17.43,32.04,Rainfed,Red,2022-10-23,2023-01-31,3711.29,21.029,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9973308898627686,19.3359,83.50644,district_reference_coordinates_used_for_prototype
OBS0000143,DST04,Bargarh,CRP006,Potato,SEA02,Rabi,2023,21.33,83.62,7.07,64.56,24.25,23.35,30.9,1256.77,21.62,15.88,30.08,Irrigated,Alluvial,2023-10-03,2024-01-11,4764.805,19.071,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.97523995732164,19.35923,83.48719,district_reference_coordinates_used_for_prototype
OBS0000144,DST04,Bargarh,CRP006,Potato,SEA02,Rabi,2024,21.33,83.62,5.57,47.69,17.21,57.09,31.64,1100.1,26.19,18.35,32.28,Irrigated,Sandy loam,2024-10-16,2025-01-24,5113.333,16.534,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9818620094244694,19.35238,83.4904,district_reference_coordinates_used_for_prototype
OBS0000145,DST04,Bargarh,CRP008,Rapeseed &Mustard,SEA02,Rabi,2022,21.33,83.62,6.16,70.37,39.87,29.37,38.71,975.65,25.71,19.49,32.52,Rainfed,Sandy loam,2022-10-14,2023-02-06,6251.608,1.236,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9893621865311493,19.34516,83.48594,district_reference_coordinates_used_for_prototype
OBS0000146,DST04,Bargarh,CRP008,Rapeseed &Mustard,SEA02,Rabi,2023,21.33,83.62,6.4,36.11,48.9,41.18,31.55,1030.17,23.97,16.79,29.63,Irrigated,Alluvial,2023-10-03,2024-01-26,5697.144,1.34,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9913600720361941,19.34254,83.49543,district_reference_coordinates_used_for_prototype
OBS0000147,DST04,Bargarh,CRP008,Rapeseed &Mustard,SEA02,Rabi,2024,21.33,83.62,6.56,35.53,27.53,63.18,27.39,1328.35,26.38,21.22,34.21,Rainfed,Red,2024-10-12,2025-02-04,4468.807,1.026,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.987205722868166,19.34663,83.49659,district_reference_coordinates_used_for_prototype
OBS0000148,DST04,Bargarh,CRP011,Sugarcane,SEA03,Annual,2022,21.33,83.62,7.28,40.73,27.48,41.79,39.67,1544.34,24.1,19.02,30.26,Irrigated,Red,2022-02-08,2022-12-05,8643.503,72.831,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.99280531746079,19.34098,83.49723,district_reference_coordinates_used_for_prototype
OBS0000149,DST04,Bargarh,CRP011,Sugarcane,SEA03,Annual,2023,21.33,83.62,5.78,38.94,19.93,27.62,30.22,1420.21,26.34,20.8,33.26,Rainfed,Sandy loam,2023-02-19,2023-12-16,8507.672,84.643,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9631009172734823,19.37055,83.50033,district_reference_coordinates_used_for_prototype
OBS0000150,DST04,Bargarh,CRP011,Sugarcane,SEA03,Annual,2024,21.33,83.62,6.62,66.67,49.93,66.6,34.05,1265.25,27.8,21.94,33.16,Rainfed,Lateritic,2024-02-22,2024-12-18,7622.577,68.993,Sugarcane,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9706786262605065,19.36292,83.50096,district_reference_coordinates_used_for_prototype
OBS0000151,DST04,Bargarh,CRP003,Jute,SEA01,Kharif,2022,21.33,83.62,6.19,61.68,33.13,24.88,27.35,1086.73,27.6,21.07,35.76,Irrigated,Red,2022-06-08,2022-10-06,3836.938,2.117,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9836206428145455,19.34955,83.50789,district_reference_coordinates_used_for_prototype
OBS0000152,DST04,Bargarh,CRP003,Jute,SEA01,Kharif,2023,21.33,83.62,7.26,50.95,49.46,33.73,23.49,1292.82,24.77,15.83,31.36,Irrigated,Lateritic,2023-06-15,2023-10-13,2757.119,2.175,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9878262868268919,19.34579,83.50015,district_reference_coordinates_used_for_prototype
OBS0000153,DST04,Bargarh,CRP003,Jute,SEA01,Kharif,2024,21.33,83.62,6.8,59.05,33.01,27.67,33.22,686.25,25.33,16.97,31.78,Irrigated,Alluvial,2024-06-19,2024-10-17,2576.788,2.629,Jute,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.978877956823006,19.35388,83.51556,district_reference_coordinates_used_for_prototype
OBS0000154,DST04,Bargarh,CRP013,Wheat,SEA99,Unknown,2022,21.33,83.62,7.03,46.61,32.05,29.6,36.52,799.13,28.02,20.83,35.41,Rainfed,Lateritic,2022-06-20,2022-09-28,837.965,3.383,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9961386069108515,19.33896,83.47742,district_reference_coordinates_used_for_prototype
OBS0000155,DST04,Bargarh,CRP013,Wheat,SEA99,Unknown,2023,21.33,83.62,6.51,65.43,40.92,65.76,38.55,970.88,26.73,20.25,34.46,Irrigated,Red,2023-06-13,2023-09-21,809.088,2.82,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.9853810311625328,19.34858,83.49465,district_reference_coordinates_used_for_prototype
OBS0000156,DST04,Bargarh,CRP013,Wheat,SEA99,Unknown,2024,21.33,83.62,7.13,76.32,30.92,69.87,34.45,1141.45,25.78,20.17,33.21,Irrigated,Sandy loam,2024-06-09,2024-09-17,791.865,2.416,Wheat,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,21.33,83.62,1.991510988094213,19.34259,83.49226,district_reference_coordinates_used_for_prototype
OBS0000157,DST06,Boudh,CRP001,Groundnut,SEA01,Kharif,2022,20.84,84.32,6.99,56.48,33.28,51.71,23.79,1209.46,27.77,22.71,34.79,Irrigated,Sandy loam,2022-06-24,2022-10-12,2934.371,1.449,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6267762698922182,20.2373,84.49205,district_reference_coordinates_used_for_prototype
OBS0000158,DST06,Boudh,CRP001,Groundnut,SEA01,Kharif,2023,20.84,84.32,5.61,69.92,18.69,61.65,40.24,987.1,24.16,18.9,30.43,Rainfed,Sandy loam,2023-06-22,2023-10-10,1981.983,1.123,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6092996441817481,20.25858,84.5022,district_reference_coordinates_used_for_prototype
OBS0000159,DST06,Boudh,CRP001,Groundnut,SEA01,Kharif,2024,20.84,84.32,6.45,45.39,45.48,31.88,21.93,1326.94,27.06,18.09,35.54,Rainfed,Loam,2024-06-15,2024-10-03,2003.014,1.274,Groundnut,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6077950290188291,20.26207,84.50818,district_reference_coordinates_used_for_prototype
OBS0000160,DST06,Boudh,CRP004,Maize,SEA01,Kharif,2022,20.84,84.32,6.77,38.18,48.26,55.56,21.86,988.72,28.23,22.21,36.41,Rainfed,Lateritic,2022-06-08,2022-09-16,2305.3,2.314,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6102678461954242,20.25565,84.49596,district_reference_coordinates_used_for_prototype
OBS0000161,DST06,Boudh,CRP004,Maize,SEA01,Kharif,2023,20.84,84.32,5.6,35.88,29.07,20.7,36.84,943.91,28.18,21.17,34.53,Irrigated,Red,2023-06-04,2023-09-12,2548.503,2.348,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.638994688632076,20.22789,84.5034,district_reference_coordinates_used_for_prototype
OBS0000162,DST06,Boudh,CRP004,Maize,SEA01,Kharif,2024,20.84,84.32,6.0,74.5,33.64,45.67,24.83,805.84,26.44,20.01,33.74,Irrigated,Loam,2024-06-05,2024-09-13,2356.387,2.29,Maize,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6145290302337229,20.25127,84.49619,district_reference_coordinates_used_for_prototype
OBS0000163,DST06,Boudh,CRP005,Moong(Green Gram),SEA02,Rabi,2022,20.84,84.32,6.42,43.68,45.26,59.9,21.53,1202.71,23.67,16.4,32.34,Irrigated,Alluvial,2022-10-08,2022-12-17,2541.561,0.782,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6145206789848517,20.25432,84.50605,district_reference_coordinates_used_for_prototype
OBS0000164,DST06,Boudh,CRP005,Moong(Green Gram),SEA02,Rabi,2023,20.84,84.32,5.82,78.04,32.81,37.85,31.74,1139.2,27.67,21.97,36.38,Irrigated,Lateritic,2023-10-10,2023-12-19,2530.451,0.978,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6156504076990478,20.25247,84.50394,district_reference_coordinates_used_for_prototype
OBS0000165,DST06,Boudh,CRP005,Moong(Green Gram),SEA02,Rabi,2024,20.84,84.32,6.11,66.89,46.28,52.68,28.84,875.5,24.51,15.66,30.99,Irrigated,Alluvial,2024-10-06,2024-12-15,2205.55,0.759,Moong(Green Gram),SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6072610513609468,20.26134,84.50417,district_reference_coordinates_used_for_prototype
OBS0000166,DST06,Boudh,CRP007,Ragi,SEA01,Kharif,2022,20.84,84.32,6.28,48.13,22.1,26.65,34.37,1700.42,30.67,22.14,37.87,Irrigated,Lateritic,2022-06-21,2022-10-09,1080.386,1.221,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6177309411062416,20.24734,84.4942,district_reference_coordinates_used_for_prototype
OBS0000167,DST06,Boudh,CRP007,Ragi,SEA01,Kharif,2023,20.84,84.32,6.36,67.14,45.45,24.2,26.15,1208.39,26.61,19.15,32.29,Rainfed,Alluvial,2023-06-04,2023-09-22,1725.474,1.02,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6340748600914587,20.23291,84.50301,district_reference_coordinates_used_for_prototype
OBS0000168,DST06,Boudh,CRP007,Ragi,SEA01,Kharif,2024,20.84,84.32,6.4,34.69,39.09,65.19,28.99,1080.89,25.14,19.56,30.75,Rainfed,Loam,2024-06-24,2024-10-12,1435.021,1.007,Ragi,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.617624077008015,20.25029,84.50358,district_reference_coordinates_used_for_prototype
OBS0000169,DST06,Boudh,CRP009,Rice,SEA01,Kharif,2022,20.84,84.32,6.63,58.51,36.83,35.24,37.73,838.78,25.87,19.28,32.92,Irrigated,Sandy loam,2022-06-17,2022-10-15,11988.134,3.034,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6132603705605013,20.25311,84.4979,district_reference_coordinates_used_for_prototype
OBS0000170,DST06,Boudh,CRP009,Rice,SEA01,Kharif,2023,20.84,84.32,6.28,32.09,24.87,38.97,31.16,1562.43,27.48,21.94,34.14,Rainfed,Loam,2023-06-22,2023-10-20,11549.086,2.538,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6257318641399098,20.24253,84.50593,district_reference_coordinates_used_for_prototype
OBS0000171,DST06,Boudh,CRP009,Rice,SEA01,Kharif,2024,20.84,84.32,7.02,47.44,30.69,37.95,40.16,1245.57,28.22,22.0,35.63,Rainfed,Red,2024-06-13,2024-10-11,13210.117,2.381,Rice,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6151245768135151,20.25529,84.51103,district_reference_coordinates_used_for_prototype
OBS0000172,DST06,Boudh,CRP010,Sesamum,SEA01,Kharif,2022,20.84,84.32,6.86,41.5,35.75,20.48,19.44,1180.02,26.53,18.44,33.29,Irrigated,Lateritic,2022-06-14,2022-09-22,609.744,0.881,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6240105221068016,20.24486,84.50761,district_reference_coordinates_used_for_prototype
OBS0000173,DST06,Boudh,CRP010,Sesamum,SEA01,Kharif,2023,20.84,84.32,6.8,47.33,25.19,24.65,26.39,874.96,28.68,21.6,37.14,Rainfed,Loam,2023-06-22,2023-09-30,517.251,0.926,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6223254192140991,20.24193,84.49205,district_reference_coordinates_used_for_prototype
OBS0000174,DST06,Boudh,CRP010,Sesamum,SEA01,Kharif,2024,20.84,84.32,6.11,59.02,46.34,52.41,40.37,867.11,23.77,16.21,32.23,Rainfed,Loam,2024-06-22,2024-09-30,518.176,0.817,Sesamum,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6281152556657107,20.23488,84.4884,district_reference_coordinates_used_for_prototype
OBS0000175,DST06,Boudh,CRP012,Urad,SEA02,Rabi,2022,20.84,84.32,6.38,45.0,15.81,29.11,34.76,1068.62,25.97,19.11,31.02,Rainfed,Red,2022-10-18,2023-01-06,8496.348,0.888,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6031413370844354,20.26546,84.50353,district_reference_coordinates_used_for_prototype
OBS0000176,DST06,Boudh,CRP012,Urad,SEA02,Rabi,2023,20.84,84.32,5.89,47.4,34.17,69.29,40.84,805.42,26.53,20.15,31.64,Rainfed,Alluvial,2023-10-24,2024-01-12,6178.846,1.046,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6182217869017574,20.24747,84.49637,district_reference_coordinates_used_for_prototype
OBS0000177,DST06,Boudh,CRP012,Urad,SEA02,Rabi,2024,20.84,84.32,5.94,70.59,47.06,35.87,18.14,938.63,27.17,21.13,32.8,Rainfed,Red,2024-10-12,2024-12-31,5782.097,0.883,Urad,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6149391317032972,20.25434,84.50749,district_reference_coordinates_used_for_prototype
OBS0000178,DST06,Boudh,CRP002,Horse Gram,SEA99,Unknown,2022,20.84,84.32,5.94,72.17,49.46,40.14,32.18,1523.98,29.51,21.45,35.95,Rainfed,Sandy loam,2022-06-01,2022-09-09,786.522,0.92,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6237149962122156,20.24357,84.50246,district_reference_coordinates_used_for_prototype
OBS0000179,DST06,Boudh,CRP002,Horse Gram,SEA99,Unknown,2023,20.84,84.32,6.54,79.6,26.33,47.07,29.01,1235.45,23.66,15.44,30.91,Rainfed,Sandy loam,2023-06-06,2023-09-14,730.554,0.831,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6114594477150589,20.25361,84.49329,district_reference_coordinates_used_for_prototype
OBS0000180,DST06,Boudh,CRP002,Horse Gram,SEA99,Unknown,2024,20.84,84.32,7.18,40.4,40.2,31.54,42.33,1322.33,24.54,19.4,32.56,Rainfed,Loam,2024-06-24,2024-10-02,934.298,0.744,Horse Gram,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6382877611234625,20.23106,84.51132,district_reference_coordinates_used_for_prototype
OBS0000181,DST06,Boudh,CRP006,Potato,SEA02,Rabi,2022,20.84,84.32,6.96,65.02,37.46,39.38,28.16,1526.55,30.08,23.02,38.22,Irrigated,Red,2022-10-18,2023-01-26,3390.146,21.267,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6229966343408277,20.24592,84.5076,district_reference_coordinates_used_for_prototype
OBS0000182,DST06,Boudh,CRP006,Potato,SEA02,Rabi,2023,20.84,84.32,6.73,72.58,17.41,59.91,19.91,1276.3,26.56,21.22,34.54,Irrigated,Alluvial,2023-10-22,2024-01-30,3269.624,18.207,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6286607060251227,20.23792,84.50087,district_reference_coordinates_used_for_prototype
OBS0000183,DST06,Boudh,CRP006,Potato,SEA02,Rabi,2024,20.84,84.32,6.86,59.21,43.2,62.97,23.13,1050.31,29.82,24.71,35.79,Rainfed,Lateritic,2024-10-15,2025-01-23,2923.887,20.901,Potato,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.6315326658218109,20.24062,84.51894,district_reference_coordinates_used_for_prototype
OBS0000184,DST06,Boudh,CRP008,Rapeseed &Mustard,SEA02,Rabi,2022,20.84,84.32,7.15,43.74,31.27,38.47,21.0,1040.12,27.25,20.36,32.58,Irrigated,Sandy loam,2022-10-07,2023-01-30,2805.657,0.935,Rapeseed &Mustard,SYNTHETIC_AI_GENERATED,Prototype only; crop_actual follows an existing project crop-production record and is not independently verified farm-survey ground truth.,20.84,84.32,0.613106079728461,20.25487,84.50309,district_reference_coordinates_used_for_prototype
