district_id,district_name,crop_id,crop_name,agricultural_year,season,area_sown_ha,area_harvested_ha,production_tonnes,yield_tonnes_per_ha,data_status,source_basis,season_id,yield_calculation_status
DST09,Dhenkanal,CRP002,Horse Gram,2023-24,Annual,3786.52,3651.81,3405.41,0.9325266100919818,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP002,Horse Gram,2024-25,Annual,3698.64,3612.46,3046.57,0.8433505146077742,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2015-16,Annual,2808.92,2693.97,54891.48,20.375683470862707,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2016-17,Annual,2732.37,2626.2,52832.27,20.1173825298911,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2017-18,Annual,2470.16,2372.99,46512.54,19.60081584836009,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2018-19,Annual,2537.34,2462.69,47073.83,19.11480129451941,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2019-20,Annual,2494.26,2384.34,46832.97,19.64190090339465,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2020-21,Annual,2656.84,2586.71,60069.57,23.222382872451877,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2021-22,Annual,2800.08,2731.71,55404.38,20.28194061595118,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2022-23,Annual,2818.56,2716.02,55720.59,20.515530077098106,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2023-24,Annual,2587.72,2530.55,50924.18,20.123759656991563,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP006,Potato,2024-25,Annual,2490.86,2380.44,46737.53,19.633987834181916,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2015-16,Annual,3900.7,3755.47,5409.24,1.4403629905178312,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2016-17,Annual,3571.48,3417.15,4758.99,1.392678108950441,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2017-18,Annual,3725.32,3642.19,5132.33,1.4091329667040984,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2018-19,Annual,3684.02,3530.71,4842.32,1.3714861883303924,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2019-20,Annual,3503.8,3406.12,5210.06,1.5296172771364487,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2020-21,Annual,3551.77,3409.21,5354.71,1.5706600649417313,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2021-22,Annual,3728.67,3639.76,5262.98,1.4459689649867022,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2022-23,Annual,4079.63,3974.65,5899.25,1.484218736240927,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2023-24,Annual,3857.2,3683.88,5103.25,1.385292137637491,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP008,Rapeseed &Mustard,2024-25,Annual,3708.44,3586.72,5066.2,1.4124882901369498,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2015-16,Annual,5773.1,5656.84,310745.25,54.93265674829056,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2016-17,Annual,5591.2,5442.98,318689.32,58.55052195672224,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2017-18,Annual,5580.16,5409.34,344817.14,63.74477108113005,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2018-19,Annual,5624.65,5509.19,364074.63,66.08496530342937,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2019-20,Annual,5777.82,5523.65,349145.26,63.209156988585455,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2020-21,Annual,5777.09,5653.19,350585.04,62.01543553285844,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2021-22,Annual,5918.83,5749.37,328708.4,57.17294242673545,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2022-23,Annual,5643.93,5424.89,290916.85,53.62631316026684,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2023-24,Annual,5781.35,5579.6,314249.76,56.321198652233136,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP011,Sugarcane,2024-25,Annual,5852.34,5639.82,342456.72,60.72121450684596,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2015-16,Annual,3989.08,3870.49,6841.84,1.7676934961723194,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2016-17,Annual,4059.25,3901.81,6611.51,1.6944725652966188,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2017-18,Annual,3780.02,3616.95,5852.06,1.617954353806384,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2018-19,Annual,3771.03,3644.87,6110.55,1.6764795452238352,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2019-20,Annual,3806.45,3727.86,6004.05,1.610588916965766,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2020-21,Annual,3835.66,3691.0,6472.43,1.7535708480086698,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2021-22,Annual,3983.13,3804.71,7118.76,1.8710387913927737,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2022-23,Annual,4007.55,3831.1,7139.29,1.8635091749106,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2023-24,Annual,3736.8,3588.97,6079.98,1.694073787186853,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP003,Jute,2024-25,Annual,3761.44,3607.05,6311.79,1.7498482139144176,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2015-16,Annual,3552.08,3464.66,8369.69,2.415731991017878,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2016-17,Annual,3605.74,3500.25,8607.26,2.4590414970359262,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2017-18,Annual,3400.08,3263.22,7769.09,2.3808048491980314,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2018-19,Annual,3434.21,3300.98,8723.98,2.6428454580154983,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2019-20,Annual,3537.61,3400.98,8937.37,2.6278807873024834,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2020-21,Annual,3695.28,3544.25,8433.82,2.3795781900260984,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2021-22,Annual,3693.1,3563.24,8011.74,2.2484424288007543,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2022-23,Annual,3532.83,3447.27,8293.6,2.4058457852155475,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2023-24,Annual,3432.87,3337.54,7746.6,2.3210508338476843,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST09,Dhenkanal,CRP013,Wheat,2024-25,Annual,3329.1,3234.19,8140.67,2.5170660969207126,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2015-16,Annual,5829.6,5639.06,10947.4,1.9413519274489008,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2016-17,Annual,5833.29,5713.37,10246.69,1.793458151668805,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2017-18,Annual,5602.62,5383.84,8945.76,1.6615946982079706,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2018-19,Annual,5614.08,5483.44,9477.43,1.7283730650832325,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2019-20,Annual,5565.58,5433.01,9306.05,1.7128718702892134,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2020-21,Annual,5867.08,5641.18,9336.8,1.655114710042934,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2021-22,Annual,5880.2,5628.65,10473.96,1.8608298615120855,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2022-23,Annual,6386.42,6178.59,11259.5,1.8223413432514537,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2023-24,Annual,5627.23,5423.56,10868.98,2.0040305629512716,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP001,Groundnut,2024-25,Annual,5621.45,5380.78,9622.62,1.7883318031958195,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2015-16,Annual,8881.26,8488.37,38064.62,4.48432620161468,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2016-17,Annual,8837.25,8563.93,34385.11,4.015108717609789,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2017-18,Annual,9569.68,9346.6,37550.14,4.017518669890655,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2018-19,Annual,8643.68,8387.56,35131.06,4.188471975163218,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2019-20,Annual,9517.98,9126.36,40512.65,4.4390808602772625,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2020-21,Annual,9964.77,9665.81,44360.8,4.589454996529003,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2021-22,Annual,9722.61,9298.87,43103.01,4.635295471385232,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2022-23,Annual,9433.19,9088.19,39669.71,4.36497366362279,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2023-24,Annual,9301.15,8945.63,40916.09,4.573863439467091,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP004,Maize,2024-25,Annual,8851.75,8457.41,35636.82,4.213680074632777,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2015-16,Annual,7190.01,7013.61,5028.82,0.7170087872008851,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2016-17,Annual,6937.04,6768.06,4845.97,0.7160057682703759,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2017-18,Annual,7042.98,6749.43,5012.3,0.7426256735753982,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2018-19,Annual,6721.31,6445.54,4422.9,0.6861954157448406,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2019-20,Annual,6649.07,6459.7,4062.69,0.6289285880149234,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2020-21,Annual,7106.99,6908.61,4361.06,0.6312499909533178,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2021-22,Annual,7104.27,6816.12,4762.38,0.698693684970335,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2022-23,Annual,7163.88,6947.75,5040.57,0.7254967435500701,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2023-24,Annual,7056.76,6801.46,5042.86,0.7414378677519238,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP005,Moong(Green Gram),2024-25,Annual,6265.25,6037.62,4335.28,0.718044527479371,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2015-16,Annual,5691.57,5574.65,9487.18,1.7018431650417516,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2016-17,Annual,5485.3,5309.41,10217.2,1.9243569436152042,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2017-18,Annual,5507.07,5284.01,9395.25,1.7780530316937326,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2018-19,Annual,5352.43,5237.8,9013.34,1.7208255374393828,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2019-20,Annual,5723.39,5509.09,10697.56,1.9418016405613268,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2020-21,Annual,5515.9,5374.67,10576.55,1.9678510494597807,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2021-22,Annual,5407.87,5226.32,10404.38,1.9907659691714246,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2022-23,Annual,5786.19,5594.1,10893.23,1.9472712321910581,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2023-24,Annual,5794.46,5564.97,9967.23,1.7910662591172997,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP007,Ragi,2024-25,Annual,5354.03,5188.85,8787.51,1.693537103597136,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2015-16,Annual,76529.83,74348.79,170275.63,2.290227319099612,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2016-17,Annual,71387.96,69660.17,158380.36,2.2736143193448997,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2017-18,Annual,69909.71,67151.01,160940.59,2.3966964904921015,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2018-19,Annual,72728.56,70188.4,187424.86,2.670311048549333,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2019-20,Annual,72070.95,69654.93,181139.81,2.6005310751155735,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2020-21,Annual,75577.78,73531.9,210482.52,2.862465406170655,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2021-22,Annual,75660.63,73256.72,187455.92,2.5588904335329237,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2022-23,Annual,74154.17,72388.87,184268.23,2.5455326212441225,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2023-24,Annual,77190.61,74121.33,176562.69,2.382076657286101,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP009,Rice,2024-25,Annual,71034.62,68360.89,164403.6,2.404936506824297,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2015-16,Annual,2984.2,2863.06,2382.98,0.8323192667984604,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2016-17,Annual,2832.73,2756.45,2262.59,0.8208347693591396,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2017-18,Annual,2805.08,2732.43,2334.57,0.854393342189919,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2018-19,Annual,2763.24,2665.14,2544.68,0.9548016239296997,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2019-20,Annual,2756.13,2678.64,2494.9,0.931405489352806,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2020-21,Annual,2847.72,2726.97,2523.41,0.9253530475216083,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2021-22,Annual,3109.67,3042.74,2625.94,0.8630182007006844,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2022-23,Annual,3029.79,2893.86,2480.78,0.8572563980289303,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2023-24,Annual,2915.17,2810.85,2313.42,0.8230321788782753,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP010,Sesamum,2024-25,Annual,2769.47,2670.34,2292.18,0.8583850745597937,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2015-16,Annual,4625.01,4469.66,2846.79,0.6369142171887795,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2016-17,Annual,4870.48,4765.71,3311.21,0.6947988862100296,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2017-18,Annual,4403.07,4277.05,2866.84,0.6702844250125671,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2018-19,Annual,4716.44,4614.49,2985.28,0.6469360644404908,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2019-20,Annual,4584.05,4406.86,2896.42,0.6572525562418593,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2020-21,Annual,4840.97,4709.04,3192.21,0.6778897609703889,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2021-22,Annual,4842.1,4648.03,2868.06,0.6170485130259487,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2022-23,Annual,4675.02,4545.13,2847.68,0.6265343345514869,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST10,Gajapati,CRP012,Urad,2023-24,Annual,4761.59,4547.6,2872.35,0.6316188758905795,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
